# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.960625737905502319e-02 2.862896583974361420e-02 3.470876216888427734e-01 7.841435819864273071e-02 2.862896583974361420e-02 3.470876216888427734e-01
1.000000000000000000e+03 1.580820651724934578e-03 7.492096046917140484e-04 2.168956270907074213e-04 7.608711603097617626e-04 7.492096046917140484e-04 2.168956270907074213e-04
2.000000000000000000e+03 5.585359758697450161e-04 1.725947367958724499e-04 7.807851034158375114e-06 2.876828366424888372e-04 1.725947367958724499e-04 7.807851034158375114e-06
3.000000000000000000e+03 1.879158371593803167e-04 2.050813418463803828e-05 3.633046389950322919e-06 1.166701331385411322e-04 2.050813418463803828e-05 3.633046389950322919e-06
4.000000000000000000e+03 1.150350799434818327e-04 5.485962446982739493e-06 4.093362804269418120e-06 7.502864173147827387e-05 5.485962446982739493e-06 4.093362804269418120e-06
5.000000000000000000e+03 8.373992750421166420e-05 3.909453425876563415e-06 3.184549768775468692e-06 5.314641020959243178e-05 3.909453425876563415e-06 3.184549768775468692e-06
6.000000000000000000e+03 6.635486352024599910e-05 3.025397518285899423e-06 2.811164222293882631e-06 4.228715624776668847e-05 3.025397518285899423e-06 2.811164222293882631e-06
7.000000000000000000e+03 5.598274583462625742e-05 2.528099457776988856e-06 2.474903112670290284e-06 3.629098500823602080e-05 2.528099457776988856e-06 2.474903112670290284e-06
8.000000000000000000e+03 7.920844363979995251e-04 2.791695806081406772e-05 2.089594490826129913e-04 6.044145557098090649e-04 2.791695806081406772e-05 2.089594490826129913e-04
9.000000000000000000e+03 4.355269993538968265e-05 1.746995963003428187e-06 1.756300662236753851e-06 2.873178164009004831e-05 1.746995963003428187e-06 1.756300662236753851e-06
1.000000000000000000e+04 3.913235559593886137e-05 1.408335606356558856e-06 1.472716007810959127e-06 2.620389022922609001e-05 1.408335606356558856e-06 1.472716007810959127e-06
1.100000000000000000e+04 1.228257897309958935e-04 1.896820685942657292e-05 2.443948687869124115e-06 6.722508987877517939e-05 1.896820685942657292e-05 2.443948687869124115e-06
1.200000000000000000e+04 3.195160752511583269e-05 1.060907607097760774e-06 9.670493454905226827e-07 2.184727054554969072e-05 1.060907607097760774e-06 9.670493454905226827e-07
1.300000000000000000e+04 7.465577800758183002e-05 2.125772425642935559e-06 1.183938002213835716e-05 4.551504025585018098e-05 2.125772425642935559e-06 1.183938002213835716e-05
1.400000000000000000e+04 2.636733734107110649e-05 8.916480283005512320e-07 6.980425268920953386e-07 1.847895327955484390e-05 8.916480283005512320e-07 6.980425268920953386e-07
1.500000000000000000e+04 3.791222479776479304e-05 1.319814145972486585e-06 6.862853297207038850e-06 3.047331847483292222e-05 1.319814145972486585e-06 6.862853297207038850e-06
1.600000000000000000e+04 2.289055737492162734e-05 1.418816850673465524e-06 1.266949766431935132e-06 1.520867317594820634e-05 1.418816850673465524e-06 1.266949766431935132e-06
1.700000000000000000e+04 2.010552634601481259e-05 7.694435453231562860e-07 3.396860961402126122e-07 1.423586672899546102e-05 7.694435453231562860e-07 3.396860961402126122e-07
1.800000000000000000e+04 2.065212902380153537e-05 2.993594989675329998e-06 7.659315087948925793e-06 1.427902134309988469e-05 2.993594989675329998e-06 7.659315087948925793e-06
1.900000000000000000e+04 2.085527194140013307e-05 8.186074182958691381e-07 1.509680373601440806e-06 1.641599192225839943e-05 8.186074182958691381e-07 1.509680373601440806e-06
2.000000000000000000e+04 1.584608980920165777e-05 6.901594247210596222e-07 1.882804383512848290e-07 1.149912714026868343e-05 6.901594247210596222e-07 1.882804383512848290e-07
2.000000000000000000e+04 1.584608980920165777e-05 6.901594247210596222e-07 1.882804383512848290e-07 1.149912714026868343e-05 6.901594247210596222e-07 1.882804383512848290e-07
2.041200000000000000e+04 1.659598751757584978e-06 1.400488827130175196e-07 4.774062745127594098e-08 1.408744878972356673e-06 1.400488827130175196e-07 4.774062745127594098e-08
